start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,habit_raw,fight
30/12/17 18:37,16,rat,30/12/17 18:35,30/12/17 18:38,108,1,0,0,30/12/17 16:45,1.870833333,0,rat,0
30/12/17 19:51,0.074015603,fast,30/12/17 19:50,30/12/17 19:55,17,0,1,0,30/12/17 16:45,3.100833333,0,fast,0
30/12/17 19:51,4,fast,30/12/17 19:50,30/12/17 19:55,41,0,1,0,30/12/17 16:45,3.1075,0,fast,0
30/12/17 19:52,10,rat,30/12/17 19:50,30/12/17 19:55,111,1,0,0,30/12/17 16:45,3.126944444,0,rat,0
30/12/17 19:54,15,rat,30/12/17 19:50,30/12/17 19:55,194,1,0,0,30/12/17 16:45,3.15,0,rat,0
30/12/17 19:54,24,rat,30/12/17 19:50,30/12/17 19:55,215,1,0,0,30/12/17 16:45,3.155833333,0,rat,0
30/12/17 19:54,13,rat,30/12/17 19:50,30/12/17 19:55,253,1,0,0,30/12/17 16:45,3.166388889,0,rat,0
26/12/17 21:24,15,rat,26/12/17 21:22,26/12/17 21:27,88,1,0,0,26/12/17 16:43,4.684444444,0,rat,0
26/12/17 21:24,6,pick,26/12/17 21:22,26/12/17 21:27,113,0,1,0,26/12/17 16:43,4.691388889,0,pick,0
26/12/17 21:24,3,fast,26/12/17 21:22,26/12/17 21:27,121,0,1,0,26/12/17 16:43,4.693611111,0,fast,0
26/12/17 21:24,5,pick,26/12/17 21:22,26/12/17 21:27,128,0,1,0,26/12/17 16:43,4.695555556,0,pick,0
26/12/17 21:25,6,pick,26/12/17 21:22,26/12/17 21:27,153,0,1,0,26/12/17 16:43,4.7025,0,pick,0
26/12/17 21:26,10,rat,26/12/17 21:22,26/12/17 21:27,208,1,0,0,26/12/17 16:43,4.717777778,0,rat,0
26/12/17 21:26,1,bat,26/12/17 21:22,26/12/17 21:27,216,1,0,0,26/12/17 16:43,4.72,0,bat_fight,1
27/12/17 01:35,2,rat,27/12/17 01:34,27/12/17 01:41,37,1,0,0,26/12/17 16:43,8.8725,0,rat_and_no_food,0
26/12/17 20:57,5,other,26/12/17 20:53,26/12/17 20:58,199,0,0,0,26/12/17 16:43,4.2375,0,nan,0
26/12/17 20:57,1,other,26/12/17 20:53,26/12/17 20:58,239,0,0,0,26/12/17 16:43,4.248611111,0,nan,0
28/12/17 19:36,1,fast,28/12/17 19:35,28/12/17 19:46,14,0,1,0,28/12/17 16:44,2.868888889,0,fast,0
28/12/17 19:36,2,rat,28/12/17 19:35,28/12/17 19:46,40,1,0,0,28/12/17 16:44,2.876111111,0,rat,0
28/12/17 19:37,26,rat,28/12/17 19:35,28/12/17 19:46,68,1,0,0,28/12/17 16:44,2.883888889,0,rat,0
28/12/17 19:44,5,rat,28/12/17 19:35,28/12/17 19:46,521,1,0,0,28/12/17 16:44,3.009722222,0,rat_and_others,0
28/12/17 19:45,15,pick,28/12/17 19:35,28/12/17 19:46,564,1,1,0,28/12/17 16:44,3.021666667,0,pick_and_others,0
